model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,
PtychoPINN,1,0.999813,
PtychoPINN,2,0.990913,
PtychoPINN,3,0.996402,
PtychoPINN,4,0.993471,
PtychoPINN,5,0.985105,
PtychoPINN,6,0.970899,
PtychoPINN,7,0.961301,
PtychoPINN,8,0.947394,
PtychoPINN,9,0.901458,
PtychoPINN,10,0.862008,
PtychoPINN,11,0.795359,
PtychoPINN,12,0.663177,
PtychoPINN,13,0.445093,
PtychoPINN,14,0.505746,
PtychoPINN,15,0.331123,
PtychoPINN,16,0.305893,
PtychoPINN,17,0.162705,
PtychoPINN,18,0.301155,
PtychoPINN,19,0.031585,
PtychoPINN,20,0.410306,
PtychoPINN,21,0.267953,
PtychoPINN,22,0.231261,
PtychoPINN,23,0.269512,
PtychoPINN,24,0.176770,
PtychoPINN,25,0.205357,
PtychoPINN,26,0.123816,
PtychoPINN,27,0.191536,
PtychoPINN,28,0.186387,
PtychoPINN,29,0.103675,
PtychoPINN,30,0.109472,
PtychoPINN,31,0.013495,
PtychoPINN,32,0.044019,
PtychoPINN,33,0.351600,
PtychoPINN,34,0.208951,
PtychoPINN,35,0.120189,
PtychoPINN,36,0.126959,
PtychoPINN,37,0.149328,
PtychoPINN,38,0.130498,
PtychoPINN,39,0.178460,
PtychoPINN,40,0.265809,
PtychoPINN,41,0.157299,
PtychoPINN,42,0.241283,
PtychoPINN,43,0.168138,
PtychoPINN,44,0.274017,
PtychoPINN,45,0.236376,
PtychoPINN,46,0.243729,
PtychoPINN,47,0.202167,
PtychoPINN,48,0.170028,
PtychoPINN,49,0.288055,
PtychoPINN,50,0.301228,
PtychoPINN,51,0.286383,
PtychoPINN,52,0.314509,
PtychoPINN,53,0.229449,
PtychoPINN,54,0.245742,
PtychoPINN,55,0.245710,
PtychoPINN,56,0.357637,
PtychoPINN,57,0.291471,
PtychoPINN,58,0.267217,
PtychoPINN,59,0.294535,
PtychoPINN,60,0.290701,
PtychoPINN,61,0.327418,
PtychoPINN,62,0.375885,
PtychoPINN,63,0.383516,
PtychoPINN,64,0.365094,
PtychoPINN,65,0.381366,
PtychoPINN,66,0.362140,
PtychoPINN,67,0.346124,
PtychoPINN,68,0.370644,
PtychoPINN,69,0.406732,
PtychoPINN,70,0.400289,
PtychoPINN,71,0.393023,
PtychoPINN,72,0.377852,
PtychoPINN,73,0.390731,
PtychoPINN,74,0.399252,
PtychoPINN,75,0.368284,
PtychoPINN,76,0.363919,
PtychoPINN,77,0.383596,
PtychoPINN,78,0.379674,
PtychoPINN,79,0.323050,
PtychoPINN,80,0.348908,
PtychoPINN,81,0.308320,
PtychoPINN,82,0.355479,
PtychoPINN,83,0.326750,
PtychoPINN,84,0.300124,
PtychoPINN,85,0.291541,
PtychoPINN,86,0.091125,
PtychoPINN,87,0.071505,
PtychoPINN,88,0.061719,
PtychoPINN,89,0.079950,
PtychoPINN,90,0.158977,
PtychoPINN,91,0.147867,
PtychoPINN,92,0.076094,
PtychoPINN,93,0.049129,
PtychoPINN,94,0.128421,
PtychoPINN,95,0.045506,
PtychoPINN,96,0.162985,
PtychoPINN,97,0.184600,
PtychoPINN,98,0.310271,
PtychoPINN,99,0.332563,
PtychoPINN,100,0.308742,
PtychoPINN,101,0.207461,
PtychoPINN,102,0.320969,
PtychoPINN,103,0.322961,
PtychoPINN,104,0.272596,
PtychoPINN,105,0.365668,
PtychoPINN,106,0.307033,
PtychoPINN,107,0.356354,
PtychoPINN,108,0.478372,
PtychoPINN,109,0.502941,
PtychoPINN,110,0.586101,
PtychoPINN,111,0.447106,
PtychoPINN,112,0.608185,
PtychoPINN,113,0.400187,
PtychoPINN,114,0.497954,
PtychoPINN,115,0.567690,
PtychoPINN,116,0.409003,
PtychoPINN,117,0.375345,
PtychoPINN,118,0.211386,
PtychoPINN,119,0.027634,
PtychoPINN,120,0.162754,
