cf64a5d7c974c4326ed821e664fb40099afa1970,DELETE,regular-file,archive/tf_ptycho_autoencoder-overlap-2.ipynb,5298908,
d7f975ae9cf830d7fca543975d7475402e0c9bce,DELETE,regular-file,archive/tf_ptycho_autoencoder-overlap.ipynb,1320805,
ffce349f44774dc7571ca7b48e7c9e2ff529584d,DELETE,regular-file,archive/tf_ptycho_autoencoder.ipynb,3556814,
09dc079ec25d1072b21f5bc7d8a8b8b62a0534f9,DELETE,regular-file,fly64_pinn_gridsize2_final/autoencoder/model.keras,28246477,
29f4a3cf211aae467315d356347e21aab1893fb4,DELETE,regular-file,fly64_pinn_gridsize2_final/diffraction_to_obj/model.keras,9500661,
232a39d0b599b16eb355786e5f30e68ef130eaa1,DELETE,regular-file,newnew/study_log.txt,2045261,
2697e55f2e54665e2d5adbfc57d5add5b040a8a4,DELETE,regular-file,newnew/train_1024/trial_1/tike_run/logs/debug.log,3397663,
d1719262a2a74df56830e9fdfdd67a39ea5ed825,DELETE,regular-file,newnew/train_512/trial_1/tike_run/logs/debug.log,3397650,
46610b6b94b7681bacdf995c11d9145ce91a6c7f,DELETE,regular-file,notebooks/archive/PtychoNN_overlaps.ipynb,1482023,
a0a1d186bcd6f6dc13bef606712cc90f0659d099,DELETE,regular-file,notebooks/archive/generalization_test.ipynb,6479060,
ba75a80328670eebad526c56867fc05643ea8459,DELETE,regular-file,notebooks/archive/overlaps.ipynb,7054622,
917fca5a50e49e574ed7d10db67ca3797ac88fe0,DELETE,regular-file,notebooks/archive/pinn_resolution_accuracy.ipynb,4682034,
1708c3e9a205b52cbe9cc2767481be3c40d2841f,DELETE,regular-file,notebooks/archive/position_correction.ipynb,7953673,
e6ee551bde49ddb8ba3ea172eb3acd3ae7213255,DELETE,regular-file,notebooks/archive/ptycho_experimental.ipynb,1581038,
5e0b2ec4ada75ae5cad3383ab1ea8c852d99e9f1,DELETE,regular-file,notebooks/archive/ptycho_grf.ipynb,10320804,
940bbc43b07f146809f9890ef9cceedbfc07d90a,DELETE,regular-file,notebooks/archive/ptycho_lines.ipynb,13785723,
33cb61278d4b5be74286de95c4872dc21569953f,DELETE,regular-file,notebooks/archive/ptycho_nphotons.ipynb,3742161,
612a1bc6e26bfdcfdaea023f995c78884acd6d54,DELETE,regular-file,notebooks/archive/ptycho_simulated.ipynb,4483807,
a1a5471b105ab007a5352db97c685fe247cdd670,DELETE,regular-file,notebooks/archive/xpp_ptycho.ipynb,18672118,
180c6709fcdeaa8ab02836e0788997a5112d68f0,DELETE,regular-file,plans/active/probe-parameterization-study/review_request_phase_3.md,2708736,
180c6709fcdeaa8ab02836e0788997a5112d68f0,DELETE,regular-file,plans/archive/2025-08-probe-parameterization/review_request_phase_3.md,2708736,
87b146f80f9c2c33d51c5f6cbbf3bf31eb73bdca,DELETE,regular-file,test_3way_fix_complete/study_log.txt,1110285,
9e1fd802f7c74ce376e07f02f6d96bd2208c9f43,DELETE,regular-file,test_3way_fix_complete_2/study_log.txt,2621110,
6e0483bb3c5383086edfd982adb2539e6e223fdf,DELETE,regular-file,test_3way_fix_complete_2/train_1024/trial_1/tike_run/logs/debug.log,3397753,
b8cfa85b1bc4c60ca6886e03ecdb1cab40629e70,DELETE,regular-file,test_3way_fix_complete_2/train_512/trial_1/tike_run/logs/debug.log,3397740,
249306a645ecc0e5f1059d8eae0078248f0b4a11,DELETE,regular-file,test_custom_layers_model/model.keras,9127524,
532a12369e57601a48f2dc3b00170f6da10ef158,DELETE,regular-file,test_model_for_inference/autoencoder/model.keras,28185493,
de3f3e6dcde875b14fc8c708eca6c40a9db554e0,DELETE,regular-file,test_model_for_inference/diffraction_to_obj/model.keras,9480333,
65308471631faddedbb6e44245b08c2bf6712b47,DELETE,regular-file,tests/test_pt_tf_model_consistency.ipynb,1306611,
