model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,
PtychoPINN,1,0.163976,
PtychoPINN,2,0.094060,
PtychoPINN,3,0.343527,
PtychoPINN,4,0.313646,
PtychoPINN,5,0.255129,
PtychoPINN,6,0.185274,
PtychoPINN,7,0.019870,
PtychoPINN,8,0.123576,
PtychoPINN,9,0.153479,
PtychoPINN,10,0.157520,
PtychoPINN,11,0.139102,
PtychoPINN,12,0.264642,
PtychoPINN,13,0.066955,
PtychoPINN,14,0.028862,
PtychoPINN,15,0.269857,
PtychoPINN,16,0.044468,
PtychoPINN,17,0.064482,
PtychoPINN,18,0.009961,
PtychoPINN,19,0.021025,
PtychoPINN,20,0.020178,
PtychoPINN,21,0.165129,
PtychoPINN,22,0.072948,
PtychoPINN,23,0.170854,
PtychoPINN,24,0.044668,
PtychoPINN,25,0.000511,
PtychoPINN,26,0.081459,
PtychoPINN,27,0.165728,
PtychoPINN,28,0.114174,
PtychoPINN,29,0.061554,
PtychoPINN,30,0.029752,
PtychoPINN,31,0.088128,
PtychoPINN,32,0.024305,
PtychoPINN,33,0.151679,
PtychoPINN,34,0.069985,
PtychoPINN,35,0.051938,
PtychoPINN,36,0.216619,
PtychoPINN,37,0.127283,
PtychoPINN,38,0.001467,
PtychoPINN,39,0.009071,
PtychoPINN,40,0.015971,
PtychoPINN,41,0.085618,
PtychoPINN,42,0.087393,
PtychoPINN,43,0.086148,
PtychoPINN,44,0.024655,
PtychoPINN,45,0.050783,
PtychoPINN,46,0.080218,
PtychoPINN,47,0.008569,
PtychoPINN,48,0.290286,
PtychoPINN,49,0.008376,
PtychoPINN,50,0.087533,
PtychoPINN,51,0.012547,
PtychoPINN,52,0.013404,
PtychoPINN,53,0.260953,
PtychoPINN,54,0.210305,
PtychoPINN,55,0.125971,
PtychoPINN,56,0.001746,
PtychoPINN,57,0.091853,
PtychoPINN,58,0.056546,
PtychoPINN,59,0.011330,
PtychoPINN,60,0.129930,
PtychoPINN,61,0.294982,
PtychoPINN,62,0.139822,
PtychoPINN,63,0.051371,
PtychoPINN,64,0.047176,
PtychoPINN,65,0.007794,
PtychoPINN,66,0.319536,
PtychoPINN,67,0.061849,
PtychoPINN,68,0.448002,
PtychoPINN,69,0.185380,
PtychoPINN,70,0.201226,
PtychoPINN,71,0.033116,
PtychoPINN,72,0.051320,
PtychoPINN,73,0.224101,
PtychoPINN,74,0.179491,
PtychoPINN,75,0.136762,
PtychoPINN,76,0.165931,
PtychoPINN,77,0.007367,
PtychoPINN,78,0.134297,
PtychoPINN,79,0.024212,
PtychoPINN,80,0.046337,
PtychoPINN,81,0.039805,
PtychoPINN,82,0.024181,
PtychoPINN,83,0.085521,
PtychoPINN,84,0.091855,
PtychoPINN,85,0.086488,
PtychoPINN,86,0.047767,
PtychoPINN,87,0.187941,
PtychoPINN,88,0.227133,
PtychoPINN,89,0.025339,
PtychoPINN,90,0.112780,
PtychoPINN,91,0.144312,
PtychoPINN,92,0.107180,
PtychoPINN,93,0.039828,
PtychoPINN,94,0.217554,
PtychoPINN,95,0.014867,
PtychoPINN,96,0.133623,
PtychoPINN,97,0.050671,
PtychoPINN,98,0.054313,
PtychoPINN,99,0.024100,
PtychoPINN,100,0.219013,
PtychoPINN,101,0.292040,
PtychoPINN,102,0.014431,
PtychoPINN,103,0.116158,
PtychoPINN,104,0.401259,
PtychoPINN,105,0.501231,
PtychoPINN,106,0.090738,
PtychoPINN,107,0.551502,
