profile_id,status,err_RMSE,err_nRMSE,relative_l2,fRMSE_low,fRMSE_mid,fRMSE_high,parameter_count,run_root,source_document,epochs,training_loss,batch_size
spectral_resnet_bottleneck_modes32,completed,2.030993938446045,0.08404020220041275,0.08404020220041275,4.724026203155518,0.37881049513816833,0.6861363053321838,42388614,.artifacts/NEURIPS-HYBRID-RESNET-2026/phase-2-pdebench-cns-spectral-modes32-compare/cns-spectral-modes32-10ep-20260428T010825Z,fresh_run,10,mse,4
spectral_resnet_bottleneck_base,completed,2.102374792098999,0.08699385821819305,0.08699385821819305,4.88623571395874,0.422122597694397,0.6955373287200928,8186726,.artifacts/NEURIPS-HYBRID-RESNET-2026/phase-2-pdebench-ffno-bottleneck-cns-compare/readiness-cap-20260421T203200Z-ffno-cns-10ep,docs/plans/NEURIPS-HYBRID-RESNET-2026/pdebench_ffno_bottleneck_summary.md,10,mse,4
fno_base,completed,2.5699915885925293,0.10634330660104752,0.10634330660104752,6.006234645843506,0.231134295463562,0.9280493259429932,357860,.artifacts/NEURIPS-HYBRID-RESNET-2026/phase-2-pdebench-2d-cfd-cns/readiness-cap-20260421T183717Z-10ep-mse,docs/plans/NEURIPS-HYBRID-RESNET-2026/pdebench_2d_cfd_cns_summary.md,10,mse,4
unet_strong,completed,15.037874221801758,0.6222500205039978,0.6222500205039978,35.593013763427734,0.7862535715103149,3.6293647289276123,7764580,.artifacts/NEURIPS-HYBRID-RESNET-2026/phase-2-pdebench-2d-cfd-cns/readiness-cap-20260421T183717Z-10ep-mse,docs/plans/NEURIPS-HYBRID-RESNET-2026/pdebench_2d_cfd_cns_summary.md,10,mse,4
