profile_id,status,err_RMSE,err_nRMSE,relative_l2,fRMSE_low,fRMSE_mid,fRMSE_high,parameter_count,blocker_reason
ffno_bottleneck_localconv_base,completed,1.3478724956512451,0.05577341839671135,0.05577341839671135,3.165457248687744,0.25234168767929077,0.30908915400505066,7695205,
