model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.071938,0.116623
PtychoPINN,2,0.227990,0.664577
PtychoPINN,3,0.033063,0.540724
PtychoPINN,4,0.150759,0.333625
PtychoPINN,5,0.091040,0.002009
PtychoPINN,6,0.098798,0.194922
PtychoPINN,7,0.372589,0.371519
PtychoPINN,8,0.197602,0.260913
PtychoPINN,9,0.310745,0.009911
PtychoPINN,10,0.050420,0.161850
PtychoPINN,11,0.195445,0.040952
PtychoPINN,12,0.123145,0.241638
PtychoPINN,13,0.074997,0.346047
PtychoPINN,14,0.012138,0.051785
PtychoPINN,15,0.226507,0.229753
PtychoPINN,16,0.056641,0.072491
PtychoPINN,17,0.064084,0.019008
PtychoPINN,18,0.133539,0.183531
PtychoPINN,19,0.085886,0.211048
PtychoPINN,20,0.169577,0.005578
PtychoPINN,21,0.044605,0.270149
PtychoPINN,22,0.100284,0.319074
PtychoPINN,23,0.020391,0.045665
PtychoPINN,24,0.305514,0.018033
PtychoPINN,25,0.006782,0.175996
PtychoPINN,26,0.088578,0.065894
PtychoPINN,27,0.000362,0.124209
PtychoPINN,28,0.022885,0.025238
PtychoPINN,29,0.060862,0.010273
PtychoPINN,30,0.021973,0.024064
PtychoPINN,31,0.055738,0.122122
PtychoPINN,32,0.230367,0.124887
PtychoPINN,33,0.340337,0.133932
PtychoPINN,34,1.000000,1.000000
