model,frequency_bin,amplitude_frc,phase_frc
Baseline,0,1.000000,1.000000
Baseline,1,0.465517,0.000702
Baseline,2,0.164192,0.050388
Baseline,3,0.172421,0.150272
Baseline,4,0.038869,0.215678
Baseline,5,0.025260,0.217507
Baseline,6,0.025150,0.030909
Baseline,7,0.212207,0.024298
Baseline,8,0.338801,0.085374
Baseline,9,0.095423,0.064212
Baseline,10,0.212161,0.135519
Baseline,11,0.069538,0.232532
Baseline,12,0.152633,0.076343
Baseline,13,0.085337,0.227940
Baseline,14,0.034814,0.132466
Baseline,15,0.202401,0.058500
Baseline,16,0.115698,0.218687
Baseline,17,0.148456,0.271699
Baseline,18,0.010829,0.313092
Baseline,19,0.141384,0.070333
Baseline,20,0.125395,0.063139
Baseline,21,0.112707,0.191092
Baseline,22,0.043764,0.260203
Baseline,23,0.194206,0.171511
Baseline,24,0.294480,0.234365
Baseline,25,0.360289,0.235054
Baseline,26,0.024774,0.238771
Baseline,27,0.106828,0.189452
Baseline,28,0.207218,0.168703
Baseline,29,0.054339,0.247974
Baseline,30,0.272614,0.195329
Baseline,31,0.002061,0.051229
Baseline,32,0.066891,0.199303
Baseline,33,0.057442,0.004698
Baseline,34,0.077555,0.047625
Baseline,35,0.326428,0.001004
Baseline,36,0.340171,0.388906
Baseline,37,0.265115,0.074694
Baseline,38,1.000000,1.000000
