model,frequency_bin,amplitude_frc,phase_frc
Baseline,0,1.000000,1.000000
Baseline,1,0.390723,0.377643
Baseline,2,0.174417,0.169955
Baseline,3,0.100709,0.155242
Baseline,4,0.025927,0.598553
Baseline,5,0.443660,0.328569
Baseline,6,0.006619,0.107680
Baseline,7,0.055274,0.065646
Baseline,8,0.140957,0.253989
Baseline,9,0.226910,0.409198
Baseline,10,0.202385,0.276953
Baseline,11,0.085988,0.121502
Baseline,12,0.239876,0.122233
Baseline,13,0.431880,0.224404
Baseline,14,0.153228,0.050637
Baseline,15,0.042468,0.045559
Baseline,16,0.067816,0.034230
Baseline,17,0.063050,0.067002
Baseline,18,0.145454,0.041464
Baseline,19,0.096210,0.024020
Baseline,20,0.008674,0.019228
Baseline,21,0.236877,0.086313
Baseline,22,0.243203,0.060681
Baseline,23,0.008549,0.059836
Baseline,24,0.090896,0.145126
Baseline,25,0.111459,0.150785
Baseline,26,0.182245,0.016473
Baseline,27,0.172911,0.038296
Baseline,28,0.141542,0.192021
Baseline,29,0.100745,0.002881
Baseline,30,0.002463,0.139292
Baseline,31,0.044324,0.162450
Baseline,32,0.015288,0.135117
Baseline,33,0.030742,0.071540
Baseline,34,0.119104,0.042087
Baseline,35,0.053540,0.136267
Baseline,36,0.336738,0.042502
Baseline,37,0.256995,0.055166
Baseline,38,0.067136,0.138461
Baseline,39,0.463004,0.056177
Baseline,40,0.224723,0.223820
Baseline,41,0.315636,0.723669
Baseline,42,0.438147,0.210199
