model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.404120,0.576012
PtychoPINN,2,0.075163,0.696767
PtychoPINN,3,0.238493,0.503770
PtychoPINN,4,0.049697,0.205125
PtychoPINN,5,0.413520,0.191472
PtychoPINN,6,0.128722,0.415288
PtychoPINN,7,0.124009,0.011893
PtychoPINN,8,0.129116,0.355462
PtychoPINN,9,0.123889,0.157920
PtychoPINN,10,0.151843,0.206177
PtychoPINN,11,0.044179,0.138854
PtychoPINN,12,0.192589,0.405565
PtychoPINN,13,0.382914,0.152298
PtychoPINN,14,0.064567,0.024357
PtychoPINN,15,0.013233,0.171260
PtychoPINN,16,0.068506,0.108436
PtychoPINN,17,0.133756,0.178634
PtychoPINN,18,0.096808,0.120457
PtychoPINN,19,0.146475,0.029437
PtychoPINN,20,0.034261,0.118699
PtychoPINN,21,0.235835,0.173242
PtychoPINN,22,0.170380,0.109419
PtychoPINN,23,0.054481,0.096854
PtychoPINN,24,0.106041,0.044533
PtychoPINN,25,0.109687,0.013877
PtychoPINN,26,0.309112,0.093810
PtychoPINN,27,0.177137,0.036008
PtychoPINN,28,0.140551,0.265016
PtychoPINN,29,0.133586,0.208966
PtychoPINN,30,0.008632,0.107723
PtychoPINN,31,0.014694,0.010856
PtychoPINN,32,0.019701,0.025605
PtychoPINN,33,0.005022,0.041426
PtychoPINN,34,0.107150,0.195949
PtychoPINN,35,0.097025,0.301250
PtychoPINN,36,0.216294,0.124806
PtychoPINN,37,0.215820,0.128474
PtychoPINN,38,0.139654,0.234545
PtychoPINN,39,0.256438,0.251653
PtychoPINN,40,0.200519,0.401595
PtychoPINN,41,0.241048,0.484291
PtychoPINN,42,0.432631,0.405628
