model,frequency_bin,amplitude_frc,phase_frc
Baseline,0,1.000000,1.000000
Baseline,1,0.020787,0.181360
Baseline,2,0.278607,0.401656
Baseline,3,0.016969,0.238639
Baseline,4,0.314942,0.209895
Baseline,5,0.044799,0.097498
Baseline,6,0.059477,0.436093
Baseline,7,0.256837,0.123155
Baseline,8,0.183332,0.062632
Baseline,9,0.028718,0.463754
Baseline,10,0.053455,0.177824
Baseline,11,0.118736,0.099844
Baseline,12,0.015849,0.308655
Baseline,13,0.316316,0.200679
Baseline,14,0.168490,0.269115
Baseline,15,0.329177,0.487933
Baseline,16,0.235466,0.116143
Baseline,17,0.388152,0.245653
Baseline,18,0.034242,0.125937
Baseline,19,0.351454,0.290127
Baseline,20,0.403110,0.193946
