model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.087942,0.690495
PtychoPINN,2,0.168183,0.463945
PtychoPINN,3,0.139550,0.398734
PtychoPINN,4,0.185505,0.388275
PtychoPINN,5,0.026934,0.106626
PtychoPINN,6,0.078801,0.227158
PtychoPINN,7,0.347891,0.015529
PtychoPINN,8,0.164259,0.174682
PtychoPINN,9,0.063121,0.222816
PtychoPINN,10,0.103855,0.090660
PtychoPINN,11,0.002278,0.077141
PtychoPINN,12,0.074334,0.101851
PtychoPINN,13,0.326753,0.112252
PtychoPINN,14,0.179494,0.138977
PtychoPINN,15,0.295868,0.008102
PtychoPINN,16,0.180112,0.098763
PtychoPINN,17,0.370424,0.034891
PtychoPINN,18,0.082044,0.193002
PtychoPINN,19,0.286995,0.037096
PtychoPINN,20,0.328135,0.633038
