model_id,model_label,N,mae_amp,mae_phase,mse_amp,mse_phase,psnr_amp,psnr_phase,ssim_amp,ssim_phase,ms_ssim_amp,ms_ssim_phase,frc50_amp,frc50_phase
pinn_ffno,FFNO + PINN,128,0.0627724751830101,0.08283866878648244,0.006224039476364851,0.010851472467390912,70.19008056259318,67.77591687814196,0.934830339980703,0.9815915191210483,0.9884141539517399,0.9124996226074851,68.90094687002035,67.84086901019204
pinn_hybrid_resnet,Hybrid ResNet + PINN,128,0.026939474046230316,0.07206347709561367,0.00115118024405092,0.007788461505276771,77.51937067873057,69.21628683417748,0.9881142973635324,0.9947399866043689,0.9983514160086505,0.9711202506145622,135.46422193425383,106.80060877638415
pinn_spectral_resnet_bottleneck_net,Spectral ResNet Bottleneck + PINN,128,0.02494361810386181,0.09288138595108876,0.0009865162428468466,0.18517469328281494,78.18976150952388,55.45498727608557,0.9898549878226934,0.9722190667280742,0.9984987383603052,0.8309678652835184,135.93572415434704,4.718473736341113
pinn_hybrid_resnet_ffno_bottleneck,Hybrid ResNet FFNO Bottleneck + PINN,128,0.031176235526800156,0.08759987610512324,0.001536587136797607,0.011915383644234653,76.26523122092651,67.36972331012001,0.9835814653910123,0.9909663579316513,0.9978603769590962,0.9360220906852283,133.9737743021349,95.64975930377418
pinn_spectral_resnet_bottleneck_ds1,Spectral ResNet Bottleneck DS1 + PINN,128,0.035460375249385834,0.0643633275572751,0.0019841031171381474,0.006382340529420798,75.15516098774783,70.08100388638262,0.9799357610835127,0.9939341631952437,0.9961582595476047,0.9693911448782196,135.6808625110733,132.5108847149715
pinn_spectral_resnet_bottleneck_linear_decoder,Spectral ResNet Linear Decoder + PINN,128,0.13474327325820923,0.11692559852040055,0.028724320232868195,0.020661450619463947,63.54830585547467,64.97919551390704,0.7234640575774952,0.9042721953231837,0.9371436922870688,0.7618334188685293,26.486205596948704,37.91985664014081
