model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.296785,0.443330
PtychoPINN,2,0.123695,0.089251
PtychoPINN,3,0.274428,0.144507
PtychoPINN,4,0.282803,0.070943
PtychoPINN,5,0.235353,0.225994
PtychoPINN,6,0.108066,0.032545
PtychoPINN,7,0.014671,0.008678
PtychoPINN,8,0.021729,0.163683
PtychoPINN,9,0.022587,0.011832
PtychoPINN,10,0.034569,0.132863
PtychoPINN,11,0.023740,0.047551
PtychoPINN,12,0.114311,0.023336
PtychoPINN,13,0.209152,0.027581
PtychoPINN,14,0.063281,0.071096
PtychoPINN,15,0.084211,0.109571
PtychoPINN,16,0.020300,0.010491
PtychoPINN,17,0.088031,0.097873
PtychoPINN,18,0.245281,0.130597
PtychoPINN,19,0.137578,0.011968
PtychoPINN,20,0.004372,0.043924
PtychoPINN,21,0.067580,0.124860
PtychoPINN,22,0.130008,0.093576
PtychoPINN,23,0.049401,0.063492
PtychoPINN,24,0.038184,0.070572
PtychoPINN,25,0.058247,0.024241
PtychoPINN,26,0.112999,0.034525
PtychoPINN,27,0.036627,0.062753
PtychoPINN,28,0.050786,0.182419
PtychoPINN,29,0.157656,0.041803
PtychoPINN,30,0.003606,0.062567
PtychoPINN,31,0.118962,0.026431
PtychoPINN,32,0.061339,0.122328
PtychoPINN,33,0.063910,0.065927
PtychoPINN,34,0.085275,0.133370
PtychoPINN,35,0.071788,0.053327
PtychoPINN,36,0.116785,0.017279
PtychoPINN,37,0.054002,0.058081
PtychoPINN,38,0.021359,0.025086
PtychoPINN,39,0.093038,0.044476
PtychoPINN,40,0.018726,0.028662
PtychoPINN,41,0.026335,0.122397
PtychoPINN,42,0.000877,0.057845
PtychoPINN,43,0.105558,0.028323
PtychoPINN,44,0.131384,0.115566
PtychoPINN,45,0.077362,0.104261
PtychoPINN,46,0.135236,0.001733
PtychoPINN,47,0.071448,0.090193
PtychoPINN,48,0.072562,0.163883
PtychoPINN,49,0.032711,0.124689
PtychoPINN,50,0.072859,0.123795
PtychoPINN,51,0.153978,0.046373
PtychoPINN,52,0.187500,0.097446
PtychoPINN,53,0.095436,0.080025
PtychoPINN,54,0.189386,0.137092
PtychoPINN,55,0.144911,0.014846
PtychoPINN,56,0.158992,0.180319
PtychoPINN,57,0.095801,0.022070
PtychoPINN,58,0.121316,0.190713
PtychoPINN,59,0.180878,0.150759
PtychoPINN,60,0.237463,0.262577
PtychoPINN,61,0.077273,0.085178
PtychoPINN,62,0.272748,0.152896
PtychoPINN,63,0.815091,0.413954
PtychoPINN,64,1.000000,1.000000
