model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,
PtychoPINN,1,0.271903,
PtychoPINN,2,0.358344,
PtychoPINN,3,0.098545,
PtychoPINN,4,0.132237,
PtychoPINN,5,0.088471,
PtychoPINN,6,0.002801,
PtychoPINN,7,0.069831,
PtychoPINN,8,0.136189,
PtychoPINN,9,0.024840,
PtychoPINN,10,0.000909,
PtychoPINN,11,0.163599,
PtychoPINN,12,0.152006,
PtychoPINN,13,0.106529,
PtychoPINN,14,0.139383,
PtychoPINN,15,0.245052,
PtychoPINN,16,0.169270,
PtychoPINN,17,0.065900,
PtychoPINN,18,0.001376,
PtychoPINN,19,0.035715,
PtychoPINN,20,0.042752,
PtychoPINN,21,0.039088,
PtychoPINN,22,0.061763,
PtychoPINN,23,0.045243,
PtychoPINN,24,0.048374,
PtychoPINN,25,0.124101,
PtychoPINN,26,0.076834,
PtychoPINN,27,0.088936,
PtychoPINN,28,0.003128,
PtychoPINN,29,0.093360,
PtychoPINN,30,0.031077,
PtychoPINN,31,0.097712,
PtychoPINN,32,0.067171,
PtychoPINN,33,0.011457,
PtychoPINN,34,0.057691,
PtychoPINN,35,0.148454,
PtychoPINN,36,0.049667,
PtychoPINN,37,0.028367,
PtychoPINN,38,0.063951,
PtychoPINN,39,0.063250,
PtychoPINN,40,0.091464,
PtychoPINN,41,0.053659,
PtychoPINN,42,0.052406,
PtychoPINN,43,0.021061,
PtychoPINN,44,0.083826,
PtychoPINN,45,0.005020,
PtychoPINN,46,0.089221,
PtychoPINN,47,0.136720,
PtychoPINN,48,0.028951,
PtychoPINN,49,0.045294,
PtychoPINN,50,0.006438,
PtychoPINN,51,0.019752,
PtychoPINN,52,0.100154,
PtychoPINN,53,0.061472,
PtychoPINN,54,0.058361,
PtychoPINN,55,0.028644,
PtychoPINN,56,0.029558,
PtychoPINN,57,0.057514,
PtychoPINN,58,0.046847,
PtychoPINN,59,0.038116,
PtychoPINN,60,0.003265,
PtychoPINN,61,0.054750,
PtychoPINN,62,0.049867,
PtychoPINN,63,0.135305,
PtychoPINN,64,0.026818,
PtychoPINN,65,0.081681,
PtychoPINN,66,0.087733,
PtychoPINN,67,0.044029,
PtychoPINN,68,0.094089,
PtychoPINN,69,0.037564,
PtychoPINN,70,0.088738,
PtychoPINN,71,0.197290,
PtychoPINN,72,0.007217,
PtychoPINN,73,0.102091,
PtychoPINN,74,0.019963,
PtychoPINN,75,0.178270,
PtychoPINN,76,0.045718,
PtychoPINN,77,0.183403,
PtychoPINN,78,0.084989,
PtychoPINN,79,0.045809,
PtychoPINN,80,0.158485,
PtychoPINN,81,0.078001,
PtychoPINN,82,0.070735,
PtychoPINN,83,0.064040,
PtychoPINN,84,0.150446,
PtychoPINN,85,0.050288,
PtychoPINN,86,0.060046,
PtychoPINN,87,0.095708,
PtychoPINN,88,0.000454,
PtychoPINN,89,0.002096,
PtychoPINN,90,0.087828,
PtychoPINN,91,0.141147,
PtychoPINN,92,0.013006,
PtychoPINN,93,0.009806,
PtychoPINN,94,0.070230,
PtychoPINN,95,0.073864,
PtychoPINN,96,0.022396,
PtychoPINN,97,0.019137,
PtychoPINN,98,0.043431,
PtychoPINN,99,0.001627,
PtychoPINN,100,0.052896,
PtychoPINN,101,0.084222,
PtychoPINN,102,0.107784,
PtychoPINN,103,0.205931,
PtychoPINN,104,0.069892,
PtychoPINN,105,0.026975,
PtychoPINN,106,0.103552,
PtychoPINN,107,0.136005,
PtychoPINN,108,0.104514,
PtychoPINN,109,0.109972,
PtychoPINN,110,0.070728,
PtychoPINN,111,0.072150,
PtychoPINN,112,0.288356,
PtychoPINN,113,0.088974,
PtychoPINN,114,0.244358,
PtychoPINN,115,0.047181,
PtychoPINN,116,0.068380,
PtychoPINN,117,0.013007,
PtychoPINN,118,0.022733,
PtychoPINN,119,0.516532,
PtychoPINN,120,0.090177,
