row_id,family,status,selected_variant,test_samples,MAE,RMSE,RelL2,SSIM,blocker_reason
wavebench_fno_depth4_native,fno-depth-4,completed,time_varying/is/thick_lines_gaussian_lens,500,0.027049200143665075,0.08206634037196636,0.5503136277198791,0.7268695075416097,
wavebench_unet_ch32_native,unet-ch-32,completed,time_varying/is/thick_lines_gaussian_lens,500,0.01440997221507132,0.06833207067102194,0.44603234976530076,0.8819505550504577,
