model,metric,amplitude,phase,value
PtychoPINN,mae,2.710536,0.627657,
PtychoPINN,mse,8.754044,1.390709,
PtychoPINN,psnr,38.708717,46.698441,
PtychoPINN,ssim,0.071605,0.501107,
PtychoPINN,ms_ssim,,0.164458,
PtychoPINN,frc50,1.000000,,
PtychoPINN,registration_offset_dy,,,0.040000
PtychoPINN,registration_offset_dx,,,70.160004
PtychoPINN,computation_time_s,,,4.434477
