model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,
PtychoPINN,1,0.751757,
PtychoPINN,2,0.313720,
PtychoPINN,3,0.498311,
PtychoPINN,4,0.124172,
PtychoPINN,5,0.075764,
PtychoPINN,6,0.133893,
PtychoPINN,7,0.124430,
PtychoPINN,8,0.002511,
PtychoPINN,9,0.070245,
PtychoPINN,10,0.082864,
PtychoPINN,11,0.067262,
PtychoPINN,12,0.150010,
PtychoPINN,13,0.047163,
PtychoPINN,14,0.015445,
PtychoPINN,15,0.071540,
PtychoPINN,16,0.179705,
PtychoPINN,17,0.229494,
PtychoPINN,18,0.063127,
PtychoPINN,19,0.023033,
PtychoPINN,20,0.186892,
PtychoPINN,21,0.059946,
PtychoPINN,22,0.041294,
PtychoPINN,23,0.130959,
PtychoPINN,24,0.040931,
PtychoPINN,25,0.047401,
PtychoPINN,26,0.167785,
PtychoPINN,27,0.027477,
PtychoPINN,28,0.001349,
PtychoPINN,29,0.028810,
PtychoPINN,30,0.153543,
PtychoPINN,31,0.041054,
PtychoPINN,32,0.006396,
PtychoPINN,33,0.081481,
PtychoPINN,34,0.023732,
PtychoPINN,35,0.106817,
PtychoPINN,36,0.119043,
PtychoPINN,37,0.050051,
PtychoPINN,38,0.004809,
PtychoPINN,39,0.034576,
PtychoPINN,40,0.080873,
PtychoPINN,41,0.197797,
PtychoPINN,42,0.062511,
PtychoPINN,43,0.043781,
PtychoPINN,44,0.037016,
PtychoPINN,45,0.013051,
PtychoPINN,46,0.033620,
PtychoPINN,47,0.028551,
PtychoPINN,48,0.160290,
PtychoPINN,49,0.017285,
PtychoPINN,50,0.092545,
PtychoPINN,51,0.104006,
PtychoPINN,52,0.052438,
PtychoPINN,53,0.066991,
PtychoPINN,54,0.170947,
PtychoPINN,55,0.011047,
PtychoPINN,56,0.085315,
PtychoPINN,57,0.003586,
PtychoPINN,58,0.002585,
PtychoPINN,59,0.031762,
PtychoPINN,60,0.174504,
PtychoPINN,61,0.070240,
PtychoPINN,62,0.059682,
PtychoPINN,63,0.104786,
PtychoPINN,64,0.122451,
PtychoPINN,65,0.059230,
PtychoPINN,66,0.214201,
PtychoPINN,67,0.010125,
PtychoPINN,68,0.111826,
PtychoPINN,69,0.012911,
PtychoPINN,70,0.116538,
PtychoPINN,71,0.033128,
PtychoPINN,72,0.043690,
PtychoPINN,73,0.018031,
PtychoPINN,74,0.003286,
PtychoPINN,75,0.100687,
PtychoPINN,76,0.069888,
PtychoPINN,77,0.196932,
PtychoPINN,78,0.089978,
PtychoPINN,79,0.090306,
PtychoPINN,80,0.099882,
PtychoPINN,81,0.044894,
PtychoPINN,82,0.007577,
PtychoPINN,83,0.061335,
PtychoPINN,84,0.151074,
PtychoPINN,85,0.071247,
PtychoPINN,86,0.055677,
PtychoPINN,87,0.010397,
PtychoPINN,88,0.024321,
PtychoPINN,89,0.027018,
PtychoPINN,90,0.010886,
PtychoPINN,91,0.082943,
PtychoPINN,92,0.212359,
PtychoPINN,93,0.161941,
PtychoPINN,94,0.107155,
PtychoPINN,95,0.079007,
PtychoPINN,96,0.054631,
PtychoPINN,97,0.061592,
PtychoPINN,98,0.039401,
PtychoPINN,99,0.045966,
PtychoPINN,100,0.001401,
PtychoPINN,101,0.123904,
PtychoPINN,102,0.008862,
PtychoPINN,103,0.081282,
PtychoPINN,104,0.109840,
PtychoPINN,105,0.091150,
PtychoPINN,106,0.042319,
PtychoPINN,107,0.140522,
PtychoPINN,108,0.086018,
PtychoPINN,109,0.208296,
PtychoPINN,110,0.087771,
PtychoPINN,111,0.147454,
PtychoPINN,112,0.021985,
PtychoPINN,113,0.091622,
PtychoPINN,114,0.279928,
PtychoPINN,115,0.128620,
PtychoPINN,116,0.007426,
PtychoPINN,117,0.145397,
PtychoPINN,118,0.216546,
PtychoPINN,119,1.000000,
