model,metric,amplitude,phase,value
PtychoPINN,mae,1.881084,0.553345,
PtychoPINN,mse,5.090961,1.062551,
PtychoPINN,psnr,41.062806,47.867306,
PtychoPINN,ssim,0.104564,0.582941,
PtychoPINN,ms_ssim,0.067965,0.169176,
PtychoPINN,frc50,2.000000,,
PtychoPINN,registration_offset_dy,,,-87.279999
PtychoPINN,registration_offset_dx,,,57.040001
PtychoPINN,computation_time_s,,,3.783818
