model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.006715,0.701311
PtychoPINN,2,0.193362,0.569161
PtychoPINN,3,0.295918,0.756960
PtychoPINN,4,0.061803,0.056078
PtychoPINN,5,0.010621,0.052678
PtychoPINN,6,0.019022,0.562018
PtychoPINN,7,0.279985,0.290115
PtychoPINN,8,0.196777,0.340892
PtychoPINN,9,0.254029,0.171863
PtychoPINN,10,0.058196,0.202575
PtychoPINN,11,0.207005,0.306015
PtychoPINN,12,0.103315,0.006233
PtychoPINN,13,0.043040,0.095075
PtychoPINN,14,0.078386,0.328526
PtychoPINN,15,0.077247,0.329154
PtychoPINN,16,0.212546,0.044933
PtychoPINN,17,0.033996,0.012363
PtychoPINN,18,0.323198,0.168653
PtychoPINN,19,0.048231,0.084798
PtychoPINN,20,0.003168,0.096719
PtychoPINN,21,0.067007,0.142538
PtychoPINN,22,0.073540,0.203817
PtychoPINN,23,0.214798,0.094109
PtychoPINN,24,0.127643,0.202483
PtychoPINN,25,0.111093,0.136624
PtychoPINN,26,0.385909,0.010642
PtychoPINN,27,0.048516,0.119184
PtychoPINN,28,0.064529,0.274765
