model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.330078,0.405102
PtychoPINN,2,0.865661,0.399794
PtychoPINN,3,0.136507,0.451595
PtychoPINN,4,0.280153,0.351634
PtychoPINN,5,0.396343,0.512293
PtychoPINN,6,0.409178,0.553900
PtychoPINN,7,0.141632,0.318889
PtychoPINN,8,0.091387,0.546304
PtychoPINN,9,0.047300,0.377341
PtychoPINN,10,0.035953,0.044057
PtychoPINN,11,0.402177,0.193365
PtychoPINN,12,0.052063,0.002185
PtychoPINN,13,0.011893,0.068413
PtychoPINN,14,0.039988,0.119968
PtychoPINN,15,0.277512,0.034559
PtychoPINN,16,0.042791,0.091594
PtychoPINN,17,0.193122,0.096957
PtychoPINN,18,0.049287,0.147891
PtychoPINN,19,0.127748,0.141407
PtychoPINN,20,0.016278,0.129129
PtychoPINN,21,0.248277,0.034382
PtychoPINN,22,0.064626,0.100868
PtychoPINN,23,0.002933,0.020855
PtychoPINN,24,0.197828,0.128436
PtychoPINN,25,0.111521,0.077797
PtychoPINN,26,0.452721,0.119332
PtychoPINN,27,0.274458,0.205936
PtychoPINN,28,0.084201,0.232504
PtychoPINN,29,0.076071,0.074166
PtychoPINN,30,0.053727,0.019312
PtychoPINN,31,0.077318,0.204771
PtychoPINN,32,0.074763,0.037973
PtychoPINN,33,0.098693,0.098755
PtychoPINN,34,0.013998,0.201838
PtychoPINN,35,0.065739,0.187553
PtychoPINN,36,0.038348,0.224913
PtychoPINN,37,0.167436,0.173108
PtychoPINN,38,0.005398,0.201605
PtychoPINN,39,0.306230,0.183628
PtychoPINN,40,0.040739,0.218367
PtychoPINN,41,0.129050,0.397977
PtychoPINN,42,0.555106,0.225265
