model,frequency_bin,amplitude_frc,phase_frc
Baseline,0,1.000000,1.000000
Baseline,1,0.336163,0.423221
Baseline,2,0.878337,0.883689
Baseline,3,0.168864,0.032563
Baseline,4,0.257015,0.621616
Baseline,5,0.332479,0.161993
Baseline,6,0.408222,0.385183
Baseline,7,0.223070,0.214624
Baseline,8,0.119992,0.206721
Baseline,9,0.035193,0.399226
Baseline,10,0.016279,0.101600
Baseline,11,0.336489,0.377735
Baseline,12,0.083498,0.189497
Baseline,13,0.161401,0.092997
Baseline,14,0.002480,0.048215
Baseline,15,0.110091,0.071485
Baseline,16,0.007869,0.118271
Baseline,17,0.073328,0.178151
Baseline,18,0.061371,0.082951
Baseline,19,0.073172,0.003840
Baseline,20,0.017193,0.084572
Baseline,21,0.234517,0.096791
Baseline,22,0.094419,0.154202
Baseline,23,0.016700,0.072735
Baseline,24,0.194119,0.349595
Baseline,25,0.171366,0.001900
Baseline,26,0.423902,0.132301
Baseline,27,0.259120,0.115784
Baseline,28,0.074960,0.242299
Baseline,29,0.152137,0.153929
Baseline,30,0.027817,0.114425
Baseline,31,0.017275,0.080618
Baseline,32,0.114285,0.093550
Baseline,33,0.146094,0.066391
Baseline,34,0.004929,0.058875
Baseline,35,0.065265,0.135352
Baseline,36,0.039985,0.042355
Baseline,37,0.176043,0.024020
Baseline,38,0.024097,0.053902
Baseline,39,0.371608,0.078738
Baseline,40,0.001426,0.104963
Baseline,41,0.174476,0.042737
Baseline,42,0.624333,0.088364
