model,metric,amplitude,phase,value
PtychoPINN,mae,0.114228,0.007582,
PtychoPINN,mse,0.044979,0.009993,
PtychoPINN,psnr,61.600658,68.133834,
PtychoPINN,ssim,0.820611,0.998355,
PtychoPINN,ms_ssim,0.967888,0.985479,
PtychoPINN,frc50,33.000000,,
PtychoPINN,registration_offset_dy,,,2.580000
PtychoPINN,registration_offset_dx,,,2.760000
PtychoPINN,computation_time_s,,,4.536075
