mode,seed,level_idx,blur_sigma,single_frc50_amp,single_frc50_phase,single_frc1over7_amp,single_frc1over7_phase,mae_amp,mae_phase,mse_amp,mse_phase,psnr_amp,psnr_phase,ssim_amp,ssim_phase,ms_ssim_amp,ms_ssim_phase,frc50_amp,frc50_phase
spatial,3.0,5.0,0.8333333333333333,26.0,24.0,30.0,24.0,0.019276224076747894,0.020092151557133536,0.0005849263980053365,0.0006322189890545733,80.45979130241926,80.12212834812428,0.8617458107134276,0.9916771164694618,0.9995326899276181,0.9976773318309798,66.0,47.0
spatial,3.0,6.0,1.0,27.0,24.0,30.0,25.0,0.020789209753274918,0.02420922345143951,0.0006801619892939925,0.0009176676644089206,79.80468014119126,78.5039493997456,0.8380114738444111,0.9879897570701558,0.9992668787244913,0.9966144641952626,45.0,47.0
spatial,3.0,7.0,1.1666666666666665,27.0,24.0,34.0,24.0,0.02165604941546917,0.027612866571812732,0.000738224945962429,0.001206172270339132,79.44891624083452,77.31671033109494,0.8234768284695286,0.9841644180004916,0.9989770311398886,0.9955383904470485,37.0,47.0
spatial,3.0,8.0,1.3333333333333333,30.0,24.0,34.0,24.0,0.022199997678399086,0.03193282482202722,0.0007763138855807483,0.0015886912280324427,79.23043026645857,76.12040865510095,0.8139852263222778,0.9790353182301805,0.9986825229297593,0.9942269506023611,33.0,47.0
spatial,3.0,9.0,1.5,34.0,24.0,34.0,25.0,0.02257348783314228,0.035785728997118,0.0008029305608943105,0.002013949975808289,79.08402357063746,75.09031674756625,0.807462009096094,0.9738263293760137,0.9983968242033667,0.992781766717665,27.0,47.0
spatial,3.0,10.0,1.6666666666666665,34.0,24.0,34.0,25.0,0.02284339815378189,0.0397041311851758,0.0008225765195675194,0.0024582813244475856,78.97904054428554,74.22448787360312,0.8028006053103054,0.9686247406245877,0.9981282644230391,0.9910941525567937,26.0,47.0
spatial,3.0,11.0,1.8333333333333333,34.0,24.0,34.0,24.0,0.023050131276249886,0.04384396509349329,0.0008378320490010083,0.003012190327071462,78.89923386174902,73.34197947806481,0.79936578204949,0.961685952619327,0.9978805648076089,0.9892200360996469,22.0,47.0
spatial,3.0,12.0,2.0,34.0,24.0,34.0,25.0,0.023218294605612755,0.048188062032000635,0.0008503126446157694,0.0036632479295928984,78.8350169965879,72.49214045783586,0.7967667456911731,0.9538078358897261,0.9976537202146367,0.9874191586293759,22.0,47.0
spatial,4.0,0.0,0.0,4.0,34.0,6.0,34.0,1.0909150027771375e-08,4.106673375343466e-09,5.824014315654541e-16,1.6330058604941506e-16,200.4785791696754,205.20861403759852,0.9999999833742047,1.000000000000021,1.0000000168410772,0.9999999999999974,66.0,66.0
spatial,4.0,1.0,0.16666666666666666,4.0,24.0,6.0,25.0,1.4253284774667918e-08,0.003998220556701378,7.618354617437066e-16,2.4924225017792848e-05,199.31219171070452,94.16458735407652,0.9999999349313274,0.9996674986161979,0.9999999942182463,0.9999096584926624,66.0,47.0
spatial,4.0,2.0,0.3333333333333333,4.0,24.0,8.0,24.0,0.001151840086095035,0.007979605820847724,2.093628609145526e-06,0.0001006617936143945,104.9218070881955,88.1021570386249,0.9995945945760893,0.9986561952858862,0.9999991783508378,0.9996360123180026,66.0,47.0
spatial,4.0,3.0,0.5,19.0,24.0,23.0,24.0,0.009987407363951206,0.011842420264392547,0.0001574510824866593,0.00022295386206139302,86.15934761659757,84.6486536449018,0.9658843574087448,0.997042637864989,0.9999294917445979,0.9991874019425074,66.0,47.0
spatial,4.0,4.0,0.6666666666666666,23.0,24.0,30.0,24.0,0.016403421759605408,0.015741966337389245,0.00042434997158125043,0.00039149378977162405,81.85356184695458,82.20355484395225,0.9029585124593351,0.9948074188086802,0.99974546420351,0.9985846910886345,66.0,47.0
spatial,4.0,5.0,0.8333333333333333,26.0,24.0,30.0,27.0,0.019305597990751266,0.019930523898785354,0.0005871748435311019,0.0006181894943156835,80.44312923236166,80.21958727448938,0.8634357439659298,0.9918297914171553,0.9995130493137948,0.9977912523797801,66.0,47.0
spatial,4.0,6.0,1.0,26.0,24.0,30.0,24.0,0.020760033279657364,0.023712452437341658,0.0006785419536754489,0.0008810912854186799,79.81503623185095,78.68059452366536,0.8410564276851661,0.9883930361563301,0.9992386175523967,0.9966322787401416,44.0,47.0
spatial,4.0,7.0,1.1666666666666665,29.0,24.0,34.0,24.0,0.021597249433398247,0.02794223967599575,0.0007340757874771953,0.0012183431584265412,79.47339468880335,77.27310733273056,0.827445847656741,0.9840685996406725,0.998940157161831,0.9957570912085034,38.0,47.0
spatial,4.0,8.0,1.3333333333333333,29.0,24.0,32.0,24.0,0.02213282696902752,0.03199197600136201,0.0007707816548645496,0.0016133005129987184,79.26149011968332,76.05365086035536,0.8185117976803468,0.979230594895598,0.9986368343671701,0.9940727686606673,32.0,47.0
spatial,4.0,9.0,1.5,32.0,24.0,34.0,24.0,0.022505542263388634,0.035843330622181244,0.0007966965204104781,0.002007089160654135,79.11787405993982,75.10513692801047,0.8123012877126331,0.9741352164508156,0.9983424396578872,0.9924732674941601,28.0,47.0
spatial,4.0,10.0,1.6666666666666665,32.0,24.0,34.0,24.0,0.02278359979391098,0.0397659663220558,0.0008159587741829455,0.002475043071156339,79.01412139613917,74.19497595471428,0.8078083239451429,0.9683579039653593,0.9980657024605744,0.9909859581294403,25.0,47.0
spatial,4.0,11.0,1.8333333333333333,34.0,24.0,34.0,24.0,0.02299818955361843,0.04337953902205922,0.000830940785817802,0.0029455327342871023,78.93510242897787,73.43916510495171,0.8044628372920597,0.9625207847284204,0.9978100691558275,0.9896034073782988,24.0,47.0
spatial,4.0,12.0,2.0,34.0,24.0,34.0,24.0,0.023172080516815186,0.04820160458608212,0.0008431663154624403,0.0036459082562512127,78.87167107391512,72.51274625042646,0.8019102851262345,0.9540413248518957,0.9975755245855342,0.9865142698161766,21.0,47.0
spatial,5.0,0.0,0.0,4.0,34.0,6.0,34.0,1.1154744683494755e-08,4.141909986901344e-09,5.939903245915507e-16,1.6177156479862395e-16,200.39300996113937,204.8328264315688,1.000000032292565,1.0000000000000235,0.9999999647397788,0.9999999999999984,66.0,66.0
spatial,5.0,1.0,0.16666666666666666,4.0,24.0,6.0,24.0,1.4121244618081619e-08,0.0039372682288978614,7.656393808307073e-16,2.435953468143522e-05,199.2905608546971,94.26411378924197,0.999999979634811,0.9996772175601429,1.0000000503767958,0.9999101265152727,66.0,47.0
spatial,5.0,2.0,0.3333333333333333,4.0,24.0,7.0,24.0,0.0011589467758312821,0.008044895379547386,2.0869395029876614e-06,0.00010106791450817524,104.93570529367234,88.08467069693747,0.9995902777685224,0.9986612454777608,0.9999991739288051,0.999627299270247,66.0,47.0
spatial,5.0,3.0,0.5,17.0,24.0,27.0,24.0,0.010093342512845993,0.011986298017615011,0.00015799628454260528,0.0002234059598392128,86.14433496747752,84.63985578224617,0.9652591987179059,0.997043746305835,0.999928177509647,0.9991728862713228,66.0,47.0
spatial,5.0,4.0,0.6666666666666666,25.0,24.0,27.0,24.0,0.01664641499519348,0.01595234265869984,0.00042950728675350547,0.00039873350699371824,81.8010982712142,82.12397618907713,0.9003186476688375,0.9946633411650347,0.9997416172509728,0.9984846358688999,66.0,47.0
spatial,5.0,5.0,0.8333333333333333,27.0,24.0,30.0,24.0,0.019639521837234497,0.019918968510781516,0.0005979717243462801,0.0006242338799574792,80.36399730716668,80.17733041713814,0.8587705125239425,0.9917205650303028,0.9995054600911886,0.9976957260716582,66.0,47.0
spatial,5.0,6.0,1.0,27.0,24.0,30.0,25.0,0.02114158123731613,0.02412665943477607,0.0006933668628334999,0.0009213259540391749,79.72117240959227,78.48667046154088,0.8348581270068449,0.9880878022136148,0.9992272565138077,0.9966447907366157,44.0,47.0
spatial,5.0,7.0,1.1666666666666665,27.0,24.0,34.0,24.0,0.021993940696120262,0.02753971123158543,0.0007511533913202584,0.0012007986670630783,79.3735173974201,77.336101612217,0.820240895133395,0.9844393331632518,0.9989252312188012,0.9954682015898187,37.0,47.0
spatial,5.0,8.0,1.3333333333333333,30.0,24.0,34.0,24.0,0.02252957411110401,0.03236927016510428,0.0007888926193118095,0.0016584901716931112,79.16062442178381,75.93367455791406,0.8107089515052144,0.9783953607681629,0.9986187258834892,0.9938817505245211,33.0,47.0
spatial,5.0,9.0,1.5,34.0,24.0,34.0,25.0,0.022893300279974937,0.036509605964426234,0.0008152195368893445,0.0020814127726625116,79.01805754751959,74.94722141944553,0.8041551509552739,0.9730575090404433,0.998321413307935,0.9922588182710143,29.0,47.0
spatial,5.0,10.0,1.6666666666666665,34.0,24.0,34.0,24.0,0.023157523944973946,0.04003421599670021,0.0008346817921847105,0.002522936832482108,78.91559434005546,74.11173982359668,0.7994550593064371,0.967731841725234,0.9980414700316934,0.9914072140176915,27.0,47.0
spatial,5.0,11.0,1.8333333333333333,34.0,24.0,34.0,25.0,0.023362325504422188,0.04324974598015116,0.0008498670067638159,0.0029566008810076724,78.83729408000285,73.42287661900856,0.7959658472021571,0.9623739898514319,0.9977830105162401,0.989574045982308,23.0,47.0
spatial,5.0,12.0,2.0,34.0,24.0,34.0,24.0,0.023528359830379486,0.04734995324195154,0.0008623621542938054,0.0035244286013903763,78.77390669791347,72.65991642150723,0.7933004828902307,0.955429060255523,0.9975466077624567,0.9868998054371915,20.0,47.0
spatial,6.0,0.0,0.0,6.0,34.0,7.0,34.0,1.1413542999605397e-08,3.948458462480325e-09,6.118556788172423e-16,1.488126873210907e-16,200.26431370007845,205.80736274664787,1.0000000820490655,0.9999999999999682,1.0000000059518108,0.9999999999999934,66.0,66.0
spatial,6.0,1.0,0.16666666666666666,6.0,24.0,7.0,24.0,4.1809165907125134e-08,0.0039931806075078295,3.180872991219441e-15,2.4914147293814545e-05,193.10534039392095,94.1663435867793,1.000000047306553,0.9996705299772739,1.0000000744053632,0.999906248661102,66.0,47.0
spatial,6.0,2.0,0.3333333333333333,6.0,24.0,7.0,24.0,0.0011479021050035954,0.007985510228893882,2.050718194368528e-06,0.00010012260294428504,105.01174334655077,88.12548197937176,0.9996042377710859,0.998661258519074,0.9999992902426657,0.9996159936886612,66.0,47.0
spatial,6.0,3.0,0.5,16.0,24.0,28.0,25.0,0.009984582662582397,0.012027344727405402,0.0001549593434901908,0.00022800872816997904,86.22862597348274,84.55128863560752,0.9665799420256431,0.9969655700157471,0.9999321890884081,0.9991405853420288,66.0,47.0
spatial,6.0,4.0,0.6666666666666666,25.0,24.0,28.0,24.0,0.016455955803394318,0.01584500700680272,0.0004202976415399462,0.00039711099937788887,81.89523400856133,82.1416847689311,0.9043406131156011,0.9947567453687699,0.9997551718651936,0.9985537405521724,66.0,47.0
spatial,6.0,5.0,0.8333333333333333,27.0,24.0,28.0,25.0,0.019425686448812485,0.02005374539452256,0.000584563473239541,0.0006289602535545049,80.46248683547832,80.14457157011714,0.8645831075486394,0.9917337596300605,0.9995302210874777,0.9976517061002896,66.0,47.0
spatial,6.0,6.0,1.0,28.0,24.0,34.0,24.0,0.020942218601703644,0.023505006447754207,0.0006779514951631427,0.0008638555089732446,79.81881749238474,78.76639247879214,0.8417071935742401,0.9886874973500108,0.9992646417121042,0.9968361496800893,44.0,47.0
spatial,6.0,7.0,1.1666666666666665,28.0,24.0,34.0,24.0,0.021813873201608658,0.02788345865111531,0.0007350504747591913,0.0012060640681769079,79.46763213632406,77.31709985768661,0.8277326835739477,0.9843831482045247,0.9989756838701229,0.9955257673520909,37.0,47.0
spatial,6.0,8.0,1.3333333333333333,28.0,24.0,31.0,25.0,0.022369669750332832,0.03195335106327561,0.0007727252086624503,0.0015996763745527783,79.25055301029296,76.09048216437682,0.8186359615133155,0.9793515958183457,0.9986818959504861,0.994173643501087,31.0,47.0
spatial,6.0,9.0,1.5,31.0,24.0,34.0,24.0,0.02275536209344864,0.03585654241045209,0.0007992053288035095,0.0020149772727253643,79.10421979342998,75.08810219039107,0.8123994707787211,0.9736676729546655,0.9983961319355995,0.9927884670548229,29.0,47.0
spatial,6.0,10.0,1.6666666666666665,34.0,24.0,34.0,24.0,0.023034848272800446,0.04009660427920695,0.0008188437204807997,0.0025198312877714943,78.99879343866168,74.1170889453534,0.8079424319781762,0.9678089143552313,0.998126444722928,0.991000351524814,26.0,47.0
spatial,6.0,11.0,1.8333333333333333,34.0,24.0,34.0,24.0,0.023251719772815704,0.0438757806285688,0.0008341537904925644,0.0030147642443933216,78.91834243463461,73.33827011348372,0.8046464192554589,0.9617105776004264,0.9978762907232437,0.9895783999846086,24.0,47.0
spatial,6.0,12.0,2.0,34.0,24.0,34.0,24.0,0.023428848013281822,0.048016582213102885,0.0008467169827781618,0.003637643526797136,78.85342089280834,72.52260226341446,0.802136166844257,0.9539599400540196,0.9976462615128566,0.9873053102171097,20.0,47.0
spatial,7.0,0.0,0.0,5.0,34.0,7.0,34.0,4.1840856113140035e-08,3.892151029989145e-09,2.9806024269947657e-15,1.5330141276417358e-16,193.38776291248706,205.23691818941697,1.0000000191643923,0.9999999999999996,1.0000000409964827,1.0000000000000002,66.0,66.0
spatial,7.0,1.0,0.16666666666666666,5.0,24.0,7.0,24.0,4.146058074638859e-08,0.003993387250366621,3.1140287509121576e-15,2.4884987588874023e-05,193.19757750222504,94.17142957793571,0.9999999054191304,0.9996676344047037,1.0000000254176094,0.999904891325388,66.0,47.0
spatial,7.0,2.0,0.3333333333333333,5.0,24.0,7.0,24.0,0.0011360960779711604,0.007856527800016772,2.017414317379007e-06,9.726481957949778e-05,105.08285244623653,88.25124608500987,0.9996000949097943,0.9987128135655655,0.9999992905219122,0.9996417956974533,66.0,47.0
spatial,7.0,3.0,0.5,15.0,24.0,27.0,24.0,0.009890182875096798,0.011954520363160361,0.0001528173015685752,0.00022462883910176126,86.28907836330468,84.61614854961532,0.9661139857211327,0.9970442904775515,0.9999321923967983,0.9991650108443193,66.0,47.0
spatial,7.0,4.0,0.6666666666666666,25.0,24.0,27.0,24.0,0.01631896011531353,0.015636591128967772,0.00041590415639802814,0.0003857098736828927,81.94087096191141,82.26819603167274,0.9027960906807573,0.994915219345929,0.9997557234789766,0.9985499079033834,66.0,47.0
spatial,7.0,5.0,0.8333333333333333,27.0,24.0,34.0,24.0,0.019269535318017006,0.020002793028370262,0.0005801114020869136,0.0006286377413002112,80.49568942541768,80.14679885941577,0.8622272714223006,0.9916146744243033,0.9995335511008224,0.9976622323164169,66.0,47.0
spatial,7.0,6.0,1.0,27.0,24.0,34.0,25.0,0.020765135064721107,0.02406631459938249,0.0006739118252880871,0.0009014288879180093,79.84477296021058,78.58148896193327,0.8388793219370478,0.9882247373097092,0.9992734365149327,0.9967868496394323,44.0,47.0
spatial,7.0,7.0,1.1666666666666665,27.0,24.0,34.0,24.0,0.02162887528538704,0.02774564550252372,0.0007310491637326777,0.0012142094444222548,79.4913377736664,77.28786751194934,0.8246879748891276,0.9840905352465634,0.9989924076396299,0.9955362624984658,37.0,47.0
spatial,7.0,8.0,1.3333333333333333,31.0,24.0,34.0,24.0,0.022170614451169968,0.03230327447425861,0.0007683297735638916,0.0016321998250341714,79.27532690531561,76.00307042881134,0.8155362639775657,0.9789291474886783,0.9987087804873716,0.9936092234521768,33.0,47.0
spatial,7.0,9.0,1.5,31.0,24.0,31.0,24.0,0.022533781826496124,0.035727965412918776,0.0007941458025015891,0.0019962206116722714,79.13180108589916,75.12871820765868,0.8093347619552107,0.9742095547824223,0.9984344255047819,0.992986432827812,29.0,47.0
spatial,7.0,10.0,1.6666666666666665,34.0,24.0,34.0,24.0,0.022795625030994415,0.03967185438447647,0.0008130141068249941,0.0025073249719042238,79.02982287116357,74.1386973377489,0.8049564095825489,0.9675962738459472,0.9981770946713963,0.9910799175896199,25.0,47.0
