model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,
PtychoPINN,1,0.036834,
PtychoPINN,2,0.188213,
PtychoPINN,3,0.355271,
PtychoPINN,4,0.146626,
PtychoPINN,5,0.129606,
PtychoPINN,6,0.093798,
PtychoPINN,7,0.060149,
PtychoPINN,8,0.014729,
PtychoPINN,9,0.032990,
PtychoPINN,10,0.096166,
PtychoPINN,11,0.274455,
PtychoPINN,12,0.104670,
PtychoPINN,13,0.112576,
PtychoPINN,14,0.151609,
PtychoPINN,15,0.044314,
PtychoPINN,16,0.028978,
PtychoPINN,17,0.005926,
PtychoPINN,18,0.040736,
PtychoPINN,19,0.154842,
PtychoPINN,20,0.125330,
PtychoPINN,21,0.120395,
PtychoPINN,22,0.125282,
PtychoPINN,23,0.116135,
PtychoPINN,24,0.148313,
PtychoPINN,25,0.018259,
PtychoPINN,26,0.184398,
PtychoPINN,27,0.102549,
PtychoPINN,28,0.018973,
PtychoPINN,29,0.067876,
PtychoPINN,30,0.017578,
PtychoPINN,31,0.093787,
PtychoPINN,32,0.089237,
PtychoPINN,33,0.087174,
PtychoPINN,34,0.068625,
PtychoPINN,35,0.002871,
PtychoPINN,36,0.023061,
PtychoPINN,37,0.054928,
PtychoPINN,38,0.046651,
PtychoPINN,39,0.072933,
PtychoPINN,40,0.082965,
PtychoPINN,41,0.034713,
PtychoPINN,42,0.027972,
PtychoPINN,43,0.031044,
PtychoPINN,44,0.008928,
PtychoPINN,45,0.016859,
PtychoPINN,46,0.051778,
PtychoPINN,47,0.078129,
PtychoPINN,48,0.013680,
PtychoPINN,49,0.070326,
PtychoPINN,50,0.060186,
PtychoPINN,51,0.008751,
PtychoPINN,52,0.044764,
PtychoPINN,53,0.008853,
PtychoPINN,54,0.067552,
PtychoPINN,55,0.076502,
PtychoPINN,56,0.000239,
PtychoPINN,57,0.008766,
PtychoPINN,58,0.113734,
PtychoPINN,59,0.084213,
PtychoPINN,60,0.071154,
PtychoPINN,61,0.050908,
PtychoPINN,62,0.046316,
PtychoPINN,63,0.063654,
PtychoPINN,64,0.060437,
PtychoPINN,65,0.015680,
PtychoPINN,66,0.006168,
PtychoPINN,67,0.011742,
PtychoPINN,68,0.032625,
PtychoPINN,69,0.052974,
PtychoPINN,70,0.031861,
PtychoPINN,71,0.042864,
PtychoPINN,72,0.016121,
PtychoPINN,73,0.029361,
PtychoPINN,74,0.030200,
PtychoPINN,75,0.026466,
PtychoPINN,76,0.053561,
PtychoPINN,77,0.035065,
PtychoPINN,78,0.029028,
PtychoPINN,79,0.028811,
PtychoPINN,80,0.099610,
PtychoPINN,81,0.039658,
PtychoPINN,82,0.067335,
PtychoPINN,83,0.060529,
PtychoPINN,84,0.048538,
PtychoPINN,85,0.112162,
PtychoPINN,86,0.005641,
PtychoPINN,87,0.078691,
PtychoPINN,88,0.023985,
PtychoPINN,89,0.001898,
PtychoPINN,90,0.011329,
PtychoPINN,91,0.091933,
PtychoPINN,92,0.056991,
PtychoPINN,93,0.043237,
PtychoPINN,94,0.023684,
PtychoPINN,95,0.054946,
PtychoPINN,96,0.025010,
PtychoPINN,97,0.055740,
PtychoPINN,98,0.001708,
PtychoPINN,99,0.109663,
PtychoPINN,100,0.005753,
PtychoPINN,101,0.137131,
PtychoPINN,102,0.046260,
PtychoPINN,103,0.028394,
PtychoPINN,104,0.117966,
PtychoPINN,105,0.077207,
PtychoPINN,106,0.131219,
PtychoPINN,107,0.123871,
PtychoPINN,108,0.006277,
PtychoPINN,109,0.005305,
PtychoPINN,110,0.026716,
PtychoPINN,111,0.004151,
PtychoPINN,112,0.068909,
PtychoPINN,113,0.037861,
PtychoPINN,114,0.135639,
PtychoPINN,115,0.022871,
PtychoPINN,116,0.134229,
PtychoPINN,117,0.061779,
PtychoPINN,118,0.191144,
PtychoPINN,119,0.179899,
PtychoPINN,120,0.031110,
