model,frequency_bin,amplitude_frc,phase_frc
PtychoPINN,0,1.000000,1.000000
PtychoPINN,1,0.096143,0.704813
PtychoPINN,2,0.677758,0.890389
PtychoPINN,3,0.281985,0.818918
PtychoPINN,4,0.124992,0.673435
PtychoPINN,5,0.256254,0.540408
PtychoPINN,6,0.321614,0.371422
PtychoPINN,7,0.010636,0.308483
PtychoPINN,8,0.167431,0.004196
PtychoPINN,9,0.177193,0.249183
PtychoPINN,10,0.221813,0.219444
PtychoPINN,11,0.261031,0.056734
PtychoPINN,12,0.400697,0.178271
PtychoPINN,13,0.401720,0.261121
PtychoPINN,14,0.317449,0.050165
PtychoPINN,15,0.149537,0.088897
PtychoPINN,16,0.200668,0.088108
PtychoPINN,17,0.040442,0.170765
PtychoPINN,18,0.057905,0.003552
PtychoPINN,19,0.028625,0.102073
PtychoPINN,20,0.021289,0.280053
PtychoPINN,21,0.143567,0.257773
PtychoPINN,22,0.075537,0.113176
PtychoPINN,23,0.054833,0.038705
PtychoPINN,24,0.046522,0.291826
PtychoPINN,25,0.050738,0.216216
PtychoPINN,26,0.002298,0.156346
PtychoPINN,27,0.015672,0.141438
PtychoPINN,28,0.064148,0.102219
PtychoPINN,29,0.034112,0.087171
PtychoPINN,30,0.021722,0.093674
PtychoPINN,31,0.009438,0.036170
PtychoPINN,32,0.050985,0.114891
PtychoPINN,33,0.007272,0.014245
PtychoPINN,34,0.088676,0.266941
PtychoPINN,35,0.058444,0.018774
PtychoPINN,36,0.092524,0.021417
PtychoPINN,37,0.169105,0.196249
PtychoPINN,38,0.043912,0.113172
PtychoPINN,39,0.021341,0.162373
PtychoPINN,40,0.025355,0.140233
PtychoPINN,41,0.603677,0.206717
PtychoPINN,42,0.413435,0.881711
